Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101308,A & R Contract Cleaning Specialist Limited,"2,664.60",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,09-May-2019,120057,Tugbury Electrical Services Limited,"1,215.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,09-May-2019,130503,Computacenter (UK) Limited,918.94,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-May-2019,260150,Coram Academy Limited,"2,137.53",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09-May-2019,325502,Centregreat Limited,913.20,Revenue
NEW REGENERATION,REGENERATION & PLANNING,09-May-2019,350711,Thinking Place Limited,"10,600.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,09-May-2019,354037,Savage & Gray Design Limited,570.00,Revenue
NEW REGENERATION,REGENERATION & PLANNING,09-May-2019,365780,Telefonica UK Limited t/a O2,"1,947.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09-May-2019,405001,Cadwyn Housing Association Limited,"1,250.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-May-2019,422160,Royal Institute Of Chartered Surveyors Membership Renewals T/A BCIS,"5,535.00",Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,09-May-2019,812277,Thornlink Limited T/A Vale Consultancy,"1,837.50",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,09-May-2019,837205,Thornlink Limited T/A Vale Consultancy,920.00,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,09-May-2019,842182,IAS Construction & Maintenance Limited,"2,230.00",Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101065,Peter Regan & Ptn t/a Sonic Alarm Systems,"1,099.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,09-May-2019,100345,Liza Lomax,715.70,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09-May-2019,405100,Duncan M Evans,"1,928.75",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101006,New Directions (Education) Limited,762.71,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101013,New Directions (Education) Limited,589.46,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101065,New Directions (Education) Limited,771.55,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09-May-2019,323685,Hays Specialist Recruitment Limited,659.36,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09-May-2019,323686,Hays Specialist Recruitment Limited,659.20,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,09-May-2019,405001,James Andrews Recruitment Solutions Limited,541.13,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09-May-2019,407108,Building Recruitment Company Limited,654.12,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09-May-2019,407118,James Andrews Recruitment Solutions Limited,"1,152.82",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09-May-2019,407118,James Andrews Recruitment Solutions Limited,"1,292.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09-May-2019,407119,James Andrews Recruitment Solutions Limited,888.93,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,09-May-2019,407119,Building Recruitment Company Limited,"1,146.26",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101065,Skill Force Development,"3,887.50",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-May-2019,101065,Skill Force Development,"3,887.50",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,10-May-2019,100130,Capita Business Services Limited,"1,150.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,100680,Centre For Education & Finance Management Limited,"12,060.33",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101030,Academics Limited,787.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101030,Academics Limited,787.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101030,Academics Limited,927.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101030,Academics Limited,927.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101032,ReportAssist Limited,530.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101032,Pearson Education Limited,652.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101032,Jewson Limited,780.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101032,Legacy Leisure Limited,837.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101032,Little Inspirations Limited,"1,440.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101171,ADT Fire and Security Plc,"1,897.19",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101241,Mainline Coaches Limited,850.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101241,Mainline Coaches Limited,850.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101241,ExtraScope Limited t/a ExtraScope IT Services,"1,450.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101241,Metalliform Holdings Limited,"1,757.75",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-May-2019,101300,Draintech Surveys Limited,517.50,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Orbis Education and Care Limited,"6,051.67",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Orbis Education and Care Limited,"8,435.37",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,103030,Academics Limited,702.20,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,103030,Academics Limited,"1,172.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,103030,Academics Limited,"1,172.20",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,103030,Academics Limited,"1,874.40",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,10-May-2019,130041,Adapt Business Services Limited,901.98,Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10-May-2019,201851,Computacenter (UK) Limited,"3,585.27",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,215121,Turun UK Limited,"1,358.69",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,217909,National Autistic Society,"2,170.50",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,217909,HF Trust Limited,"4,463.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-May-2019,303901,ADC Fire Systems Limited,903.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,Hi Tech Industrial Roofing Limited,595.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,G.P.H.I.T (Integrated Services) Limited,600.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,G.P.H.I.T (Integrated Services) Limited,744.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,G.P.H.I.T (Integrated Services) Limited,870.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,B & B Industrial Doors (UK) Limited,"1,484.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,304103,AKW Medi-Care Limited,594.56,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,304103,Custom Steel Design Limited,"1,040.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,304103,Go Access Limited,"2,011.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,305807,SMK Building & Maintenance Limited,"20,800.58",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,10-May-2019,319010,Fleetwheel Limited,642.79,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,10-May-2019,319010,Fleetwheel Limited,684.13,Revenue
NEW REGENERATION,REGENERATION & PLANNING,10-May-2019,356020,The Abbey Cleaning Services Limited,610.50,Revenue
NEW REGENERATION,REGENERATION & PLANNING,10-May-2019,356020,Geo Pollution Technologies UK Limited T/A GEM,"3,855.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-May-2019,420211,Otech Limited,675.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-May-2019,420211,Capita Business Services Limited,"5,893.37",Revenue
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,10-May-2019,812276,Willis Construction Limited,"127,176.74",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL BUILDING,10-May-2019,830000,Merthyr Tydfil Car Auction Limited t/a Merthyr Motor Auctions,"11,211.24",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,AR CAPITAL ENGINEER,10-May-2019,831216,Peter Brett Associates LLP,"3,565.69",Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,10-May-2019,835375,G Oakley & Sons Limited,"171,257.44",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Jungheinrich UK Limited,"58,403.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Holt JCB Limited,"76,450.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-May-2019,837212,Romaquip Limited,"142,656.00",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10-May-2019,260500,Cardiff County Council,700.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,10-May-2019,403001,Cardiff County Council,700.00,Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,10-May-2019,471900,Cardiff County Council,"2,015.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,Michael Bryl & Ptn T/A CW Facilities Management,"3,242.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,10-May-2019,103227,New Directions (Education) Limited,532.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,215489,April Complete Care Solutions Limited,589.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,216179,April Complete Care Solutions Limited,831.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,217909,April Complete Care Solutions Limited,874.41,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10-May-2019,260150,Sanctuary Personnel Limited,"1,276.50",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10-May-2019,260150,Sanctuary Personnel Limited,"1,276.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-May-2019,303910,Hays Specialist Recruitment Limited,536.62,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-May-2019,303910,Hays Specialist Recruitment Limited,566.40,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,Building Recruitment Company Limited,684.13,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,Building Recruitment Company Limited,688.57,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-May-2019,303931,Building Recruitment Company Limited,688.57,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10-May-2019,407106,Building Recruitment Company Limited,723.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,10-May-2019,407106,James Andrews Recruitment Solutions Limited,777.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,304103,Andrew Kirke t/a Metron Wrought Ironwork,640.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-May-2019,304103,Andrew Kirke t/a Metron Wrought Ironwork,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,10-May-2019,319010,Paul R Curtis t/a PRC Plant Cleaning,735.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Action for Children,"13,304.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Action for Children,"13,936.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Action for Children,"13,936.00",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,10-May-2019,102652,Action for Children,"13,936.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,217909,Vision 21,790.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-May-2019,217909,Vision 21,790.78,Revenue
DIRECT POLICY,GF GRANTS,10-May-2019,465200,Cowbridge Charter Trust CIO,902.00,Revenue
DIRECT POLICY,GF GRANTS,10-May-2019,465201,Motion Control Dance,738.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,616.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,616.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,616.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,682.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,682.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,682.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,701.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,732.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,215489,All Saints DC Limited,732.39,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-May-2019,101005,Dwr Cymru Cyf,"1,532.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-May-2019,101025,Adventure Activities Limited,"4,962.67",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-May-2019,101094,A & R Contract Cleaning Specialist Limited,"2,050.39",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,13-May-2019,101216,Dwr Cymru Cyf,"1,691.23",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,103202,Academics Limited,857.20,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,13-May-2019,260255,PayPoint Payment Services Limited t/a CSGA Glamorgan,678.38,Revenue
DIRECT ENVIRONMENT AND HOUSING,OVERHEAD,13-May-2019,301062,G.P.H.I.T (Integrated Services) Limited,720.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,TRADING - BUILDING,13-May-2019,303000,Supra UK Limited,"1,022.39",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,13-May-2019,303900,SCN Properties Limited,645.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,13-May-2019,303900,Metro Rod Limited,"2,120.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,13-May-2019,303901,Handicare Accessibility Limited,"1,660.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,13-May-2019,304103,AKW Medi-Care Limited,594.56,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,13-May-2019,305848,Monmouthshire Timber Supplies Limited,572.25,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,13-May-2019,319010,M & M Commercials Limited,635.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,13-May-2019,319010,NTM - GB Limited,672.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,13-May-2019,319010,David Evans Agricultural Limited,814.95,Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,13-May-2019,319010,Calor Gas Limited,888.80,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,323655,AG Surveys Limited,"6,350.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,323655,AG Surveys Limited,"3,600.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,323655,Storm Geomatics Limited,"12,333.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,323685,Alex French Associates Limited,517.50,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,622.40,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"1,248.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"1,304.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"1,309.60",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"3,235.20",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"3,636.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,G.P.H.I.T (Integrated Services) Limited,"5,550.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"5,582.40",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325097,Neal Soil Suppliers Limited,"6,082.80",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325347,Cemex UK Materials Limited,936.32,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325600,Calibre Contracting Limited,"1,179.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,325700,Standard Signs & Traffic Systems Limited,"1,458.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,13-May-2019,333200,Dwr Cymru Cyf,818.41,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,13-May-2019,333600,Dwr Cymru Cyf,"2,101.97",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,341123,J & HM Dickson Limited,"4,950.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,341123,J & HM Dickson Limited,"4,950.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,341500,Straight Manufactoring Limited,"3,360.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,13-May-2019,341500,Cromwell Polythene Limited,"9,628.32",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365786,Easyway Minicoach Hire Limited,"7,764.96",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365787,Cardiff City Transport Services Limited,"6,300.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365789,Premier Cars (Cardiff) Limited,768.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365790,Premier Cars (Cardiff) Limited,"1,620.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365791,Cardiff City Transport Services Limited,"1,475.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365791,Cardiff City Transport Services Limited,"2,500.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365791,Bus Shelters Limited,"3,966.21",Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,13-May-2019,365791,Easyway Minicoach Hire Limited,"9,575.00",Revenue
DIRECT POLICY,GF GENERAL EXPENDITURE POLICY,13-May-2019,471911,The Vale of Glamorgan Hotel Limited,"3,675.00",Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,386.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,504.80",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,633.50",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,633.50",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,851.30",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,934.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842067,Fusion Electrical & Building Services Engineering Limited,"1,938.01",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,717.50,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,800.04,Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,159.82",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,166.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,166.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,166.32",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,249.57",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,13-May-2019,842116,AFT Group (Wales) Limited T/A Advanced Fire Technologies Limited,"1,249.57",Capital
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,100401,Cardiff County Council,"3,743.36",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,100402,Cardiff County Council,"7,209.43",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,100403,Cardiff County Council,693.21,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,100405,Cardiff County Council,"1,386.43",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,13-May-2019,239060,Beverley Winn,"1,920.00",Revenue
DIRECT POLICY,GF CORPORATE POLICY MAKING,13-May-2019,460500,Information Commissioners Office,"2,900.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,13-May-2019,103229,Millennium Personnel Services (Education) Limited,500.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,13-May-2019,140131,Randstad Solutions Limited,"93,133.58",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,13-May-2019,102652,Skybound Therapies Limited,"6,434.69",Revenue
DIRECT ENVIRONMENT AND HOUSING,GARAGE,13-May-2019,319010,Ceri Williams t/a Mobile Tyre Services,"3,580.82",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-2019,101145,A & R Contract Cleaning Specialist Limited,992.90,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-May-2019,101233,Wheadon Group Travel Limited,850.00,Revenue
