Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,05-Jul-2018,354037,PSC - Robert Owen t/a Robert Owen Consulting,800.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,05-Jul-2018,405100,Duncan M Evans,"2,607.00",Revenue
DIRECT LEARNING AND SKILLS,STRATEGY COMMUNITY LEARNING & RESOURCES,05-Jul-2018,100130,Disclosure and Barring Service,"1,760.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Jul-2018,215001,Disclosure and Barring Service,528.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,05-Jul-2018,260020,Disclosure and Barring Service,"2,710.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,05-Jul-2018,403135,Disclosure and Barring Service,792.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,05-Jul-2018,403330,Disclosure and Barring Service,704.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Jul-2018,217909,Crosshands Care Limited,"6,181.32",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,05-Jul-2018,217909,Crosshands Care Limited,"5,014.12",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05-Jul-2018,101025,Nigel Martlew t/a Caring Coaches,800.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,05-Jul-2018,101065,The National Trust For Places Of Historic Interest Or Natural Beauty,"1,000.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,1st Grade Care Limited,582.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,1st Grade Care Limited,621.60,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,1st Grade Care Limited,597.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,1st Grade Care Limited,532.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,All Care (South Wales) Limited,609.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,All Care (South Wales) Limited,715.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,All Care (South Wales) Limited,618.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,All Care (South Wales) Limited,514.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,All Care (South Wales) Limited,505.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,730.93,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,715.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,724.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,724.65,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,637.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,620.83,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,637.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,538.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,696.19,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,595.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,622.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,781.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Care In Wales Limited T/A Care in the Vale,670.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Caring Companions Limited,750.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Caring Companions Limited,571.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Caring Companions Limited,544.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Caring Companions Limited,660.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Caring Companions Limited,599.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,617.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,572.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,637.01,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,572.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,538.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Cherish Cymru Limited,533.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,216179,All Care (South Wales) Limited,730.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,216179,All Care (South Wales) Limited,553.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,216179,Care In Wales Limited T/A Care in the Vale,565.67,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,217909,1st Grade Care Limited,676.70,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,217909,All Care (South Wales) Limited,505.29,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,217909,Caring Companions Limited,619.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,217909,Caring Companions Limited,619.78,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,218419,All Care (South Wales) Limited,680.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,218419,Care In Wales Limited T/A Care in the Vale,672.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,218419,Care In Wales Limited T/A Care in the Vale,666.69,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,218419,Care In Wales Limited T/A Care in the Vale,677.98,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101032,Edwards Coaches Limited,660.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101065,Andrell Education Limited,995.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101137,Academics Limited,669.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101145,A & R Contract Cleaning Specialist Limited,951.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101145,The Consortium for Purchasing and Distribution Limited,878.21,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101145,Upbeat Music and Arts Service Limited,"1,000.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101213,Globebrow Limited t/a Manor Adventure,"6,590.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101213,Ricoh UK Limited,"1,241.85",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101304,Corona Energy Retail 4 Limited,533.33,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101304,Globebrow Limited t/a Manor Adventure,"2,700.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101304,The Consortium for Purchasing and Distribution Limited,669.79,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,102593,SIG Trading Limited,"1,158.15",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,06-Jul-2018,102632,Inspired Learners Limited,800.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,06-Jul-2018,102636,Empowering Learning Limited,"1,465.69",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,06-Jul-2018,102636,Media Academy Cardiff Limited,640.00,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,06-Jul-2018,102636,Merricks Private Transport Contractors Limited,600.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,216731,CJ Contract Travel Services Limited,570.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,06-Jul-2018,260130,Llamau Limited,560.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,06-Jul-2018,333510,Ace Site Services (UK) Limited,"1,900.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,06-Jul-2018,354037,Glove Factory Studios LLP,506.17,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGENERATION & PLANNING,06-Jul-2018,359457,The Marquee & Furniture Co Limited,"1,119.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,06-Jul-2018,422003,Frontline EPCs LLP,"3,348.00",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,06-Jul-2018,810000,DSG Retail Limited,"4,794.17",Capital
DIRECT CAPITAL LEARN AND SKILLS,AR CAPITAL SCHOOLS,06-Jul-2018,812228,Earth Science Partnership Limited,"2,604.00",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HIGHWAYS,06-Jul-2018,831503,Tarmac Trading Limited,"191,691.99",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL LEISURE,06-Jul-2018,835018,G.P.H.I.T (Integrated Services) Limited,"16,351.00",Capital
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101261,Eastern Shires Purchasing Organisation,654.45,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,06-Jul-2018,102652,University of South Wales,950.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,06-Jul-2018,325345,Western Power Distribution LLP,"2,743.40",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101213,PSC - Michael Thomas,544.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,101145,Celtic Teachers Limited,875.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06-Jul-2018,103229,Millennium Personnel Services (Education) Limited,625.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06-Jul-2018,103412,Apollo Teaching Services Limited,520.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,663.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,756.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,536.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,540.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,652.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,816.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,695.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,584.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,619.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,667.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,215489,Willowmere Home Care Agency Limited,695.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Jul-2018,216179,Willowmere Home Care Agency Limited,"2,573.76",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Jul-2018,102593,Work With Meaning,900.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,595.97,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,627.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,588.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,669.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,694.10,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Susan Barrett t/a All Saints Domiciliary Care Agency,662.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,216179,Heidi Christoforato t/a Churchfields Home Care,534.21,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101047,For Schools Support Limited,795.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101063,A & R Contract Cleaning Specialist Limited,"2,134.43",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101075,Legacy Leisure Limited,611.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101095,TTS Group Limited,"2,895.95",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101095,Welsh Water It Services,"2,304.37",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101110,Legacy Leisure Limited,"1,147.50",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101110,The Consortium for Purchasing and Distribution Limited,562.88,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101233,S V Jones Educational Consulting Limited,"1,950.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,102593,CSS Pools and Leisure Limited,728.37,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,104385,Ruth Miskin Literacy Limited,500.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,209151,Little Inspirations Limited,"3,520.00",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Cardiff Homecare Limited,708.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,Cardiff Homecare Limited,766.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,218419,Cardiff Homecare Limited,590.24,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260060,Fosteringmatters Limited,"3,792.85",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,09-Jul-2018,333030,Dwr Cymru Cyf,562.30,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,09-Jul-2018,333500,Dwr Cymru Cyf,657.44,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,09-Jul-2018,359410,Fabmec Limited,"1,810.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,09-Jul-2018,407111,RPA Quantity Surveyors Limited t/a RPA,"1,000.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,09-Jul-2018,421230,Complete Business Solutions Group Limited,615.00,Revenue
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,09-Jul-2018,842164,Pendragon Design and Build Limited,"41,699.81",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,209151,Nicola Varney & Ptn t/a Nifty Kids After School Club,"1,344.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260160,Shirley Fenwick,612.45,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,09-Jul-2018,101095,New Directions (Education) Limited,534.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,April Complete Care Solutions Limited,584.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,215489,April Complete Care Solutions Limited,534.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,216179,April Complete Care Solutions Limited,605.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,216179,April Complete Care Solutions Limited,922.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,217909,April Complete Care Solutions Limited,772.65,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260150,Sanctuary Personnel Limited,"1,276.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,09-Jul-2018,323686,Hays Specialist Recruitment Limited,640.64,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,626.85,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,"1,253.68",Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,"3,761.13",Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,"1,880.56",Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,626.85,Revenue
DIRECT SOCIAL SERVICES,GF BUSINESS MANAGEMENT & INOVATION,09-Jul-2018,239052,The Cedars Care Services Limited t/a The Willows,"5,328.27",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,217909,Vision 21,874.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,217909,Vision 21,874.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,09-Jul-2018,217909,Vision 21,541.06,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260060,Action for Children,"2,657.40",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260060,Action for Children,"1,328.70",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260060,Dudley Lodge,"7,050.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,09-Jul-2018,260060,The Adolescent & Childrens Trust,"2,939.10",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,215489,Parkrow Care Limited,600.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jul-2018,218419,Parkrow Care Limited,625.72,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101004,EDF Energy Plc,"3,290.74",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101007,EDF Energy Plc,588.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101013,EDF Energy Plc,"1,042.07",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101025,EDF Energy Plc,730.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101031,EDF Energy Plc,668.93,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101032,EDF Energy Plc,838.96,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101047,EDF Energy Plc,554.33,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101075,EDF Energy Plc,659.50,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101094,Academics Limited,669.10,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101094,EDF Energy Plc,669.16,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101094,EDF Energy Plc,840.29,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101094,EDF Energy Plc,829.46,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101095,EDF Energy Plc,540.13,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101095,EDF Energy Plc,603.31,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101095,EDF Energy Plc,697.67,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101095,EDF Energy Plc,611.34,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101137,EDF Energy Plc,553.11,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101141,EDF Energy Plc,704.69,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101141,EDF Energy Plc,787.82,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101141,EDF Energy Plc,659.41,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101145,EDF Energy Plc,613.95,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,669.34,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-716.09,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-799.49,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-849.74,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-801.97,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-858.87,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-735.14,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-796.17,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-584.59,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,-683.12,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,684.55,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,764.27,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,812.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,766.90,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,821.42,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,703.18,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,761.48,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,560.23,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101173,EDF Energy Plc,654.72,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101195,EDF Energy Plc,969.30,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jul-2018,101202,EDF Energy Plc,698.09,Revenue
