Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,770.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,884.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,813.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,553.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,894.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,593.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,981.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,565.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,592.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,750.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,571.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,544.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,544.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,638.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,599.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,761.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,884.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,638.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,680.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,504.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,699.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,755.62,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Caring Companions Limited,770.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Parkrow Care Limited,677.18,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Parkrow Care Limited,685.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,535.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,707.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,845.40,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,707.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,618.00,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,745.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,935.90,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,753.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,"1,134.84",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,707.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,791.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,784.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,215489,Willowmere Home Care Agency Limited,745.76,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,216179,All Care (South Wales) Limited,938.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,216179,All Care (South Wales) Limited,672.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,216179,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,"1,113.68",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,216179,Willowmere Home Care Agency Limited,"2,941.44",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,218419,Annwyl Limited t/a Bluebird Care,535.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,10-Jan-19,218419,Parkrow Care Limited,706.68,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jan-19,102593,Touchbase Centre CIC,500.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,10-Jan-19,102593,WJEC CBAC Limited,805.42,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-Jan-19,303900,Travis Perkins Trading Co Limited,522.6,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-Jan-19,303901,Handicare Accessibility Limited,"2,674.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - HRA,10-Jan-19,303901,Handicare Accessibility Limited,"2,401.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING - MRA,10-Jan-19,304103,SMK Building & Maintenance Limited,"2,294.75",Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,10-Jan-19,305718,Shield Environmental Service Limited,"19,360.20",Revenue
NEW REGENERATION,REGENERATION & PLANNING,10-Jan-19,350711,Thinking Place Limited,"2,700.00",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,10-Jan-19,400063,Arqiva Limited,"6,668.82",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,10-Jan-19,403138,Geiger Limited t/a Geiger BTC Group,"10,940.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,10-Jan-19,405100,Hafod Housing Association Limited,660,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Jan-19,422100,Ductbusters Limited,"1,909.89",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,10-Jan-19,422101,Ductbusters Limited,610.11,Revenue
DIRECT POLICY,GF MISCELLANEOUS POLICY,10-Jan-19,479050,Claims Connexion (UK) Limited,"1,320.00",Revenue
DIRECT CAPITAL DEVELOPMENT,CAPITAL ECO DEV,10-Jan-19,834228,Laurel Landscapes UK Limited,"1,233.92",Capital
DIRECT CAPITAL DEVELOPMENT,CAPITAL PLANNING,10-Jan-19,837115,Laurel Landscapes UK Limited,"3,512.92",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,10-Jan-19,842069,Environtec Limited,540.00,Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,10-Jan-19,260150,Sanctuary Personnel Limited,"1,276.50",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10-Jan-19,215011,Cardiff & Vale Parents Federation,"6,600.00",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10-Jan-19,215011,Cardiff & Vale Parents Federation,"6,600.00",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,10-Jan-19,215011,Care & Repair Cardiff and the Vale,"3,508.25",Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,655.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,711.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,707.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,777.92,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,752.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,507.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,775.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,908.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,507.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,775.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,908.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,507.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,775.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,908.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,All Care (South Wales) Limited,766.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,543.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,700.45,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,216179,All Care (South Wales) Limited,834.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,216179,All Care (South Wales) Limited,686.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,216179,All Care (South Wales) Limited,855.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,216179,All Care (South Wales) Limited,855.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,11-Jan-19,216179,All Care (South Wales) Limited,855.36,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101013,YHA (England & Wales) t/a YHA Brecon Beacons,514.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101055,EDF Energy Plc,569.73,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101202,Biffa Waste Services Limited,510.96,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101202,One Team Logic Limited,910.00,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF HUMAN RESOURCES,11-Jan-19,140111,Lumesse (UK) Limited,"25,431.00",Revenue
DIRECT SOCIAL SERVICES,GF RESOURCES MANAGEMENT & SAFEGUARDING,11-Jan-19,239011,Computacenter (UK) Limited,"1,095.63",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260120,Policy in Practice Limited,"1,031.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260200,New Directions (Recruitment) Limited,900,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260210,NonStop Recruitment Limited,972.00,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260250,NonStop Recruitment Limited,"1,062.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260255,Smooth Starts Plus Limited,756.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF PARKS AND GROUNDS,11-Jan-19,333037,Fabmec Limited,"2,160.00",Revenue
NEW REGENERATION,REGENERATION & PLANNING,11-Jan-19,365763,Glamorgan Gem Limited,519.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,11-Jan-19,365786,First Cymru Buses Limited,"8,326.04",Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,11-Jan-19,400050,Glamorgan Gem Limited,594,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF LEGAL AND DEMOCRATIC,11-Jan-19,400050,Glamorgan Gem Limited,648,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,11-Jan-19,420217,G4s Cash Solutions (UK) Limited,889.26,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,11-Jan-19,420221,South West Audit Partnership Limited,"4,690.00",Revenue
DIRECT POLICY,GF GRANTS,11-Jan-19,465201,The Exchange Cowbridge Limited,"1,521.40",Revenue
DIRECT CAPITAL LEARN AND SKILLS,CAPITAL SCHOOLS,11-Jan-19,810114,AECOM Limited,843.04,Capital
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,11-Jan-19,835375,G Oakley & Sons Limited,"178,182.94",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,686.24",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,223.08",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842077,IDM Doors Limited,"1,688.31",Capital
DIRECT CAPITAL VISIBLE AND HOUSING SERVICES,CAPITAL HRA,11-Jan-19,842166,Jehu Project Services Limited,"17,009.61",Capital
DIRECT CAPITAL POLICY,CAPITAL POLICY,11-Jan-19,852527,Intervention Services Limited,"24,862.88",Capital
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11-Jan-19,341180,Cardiff County Council,"95,500.35",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,11-Jan-19,341182,Cardiff County Council,"12,974.00",Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,11-Jan-19,403205,Lakeside Primary School,"1,260.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260210,Helena Jones,864.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,102593,Cardiff & Vale University Local Health Board,"11,963.50",Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-Jan-19,402450,Cardiff & Vale College,910.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-Jan-19,402450,Cardiff & Vale College,910.00,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SERVICES SHARED SERVICES,11-Jan-19,403135,Disclosure and Barring Service,"5,588.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,100805,New Directions (Education) Limited,524,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101055,Bay Resourcing Limited,601.6,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101075,New Directions (Education) Limited,640,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101075,New Directions (Education) Limited,640,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,101145,Celtic Teachers Limited,650,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,102593,Teaching Personnel Limited,508.1,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,102593,Teaching Personnel Limited,508.1,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,102594,BS Project Services Limited,"1,230.86",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,11-Jan-19,102594,BS Project Services Limited,"1,230.86",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260120,Liquid Personnel Limited,"1,683.50",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260120,Liquid Personnel Limited,"1,456.00",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260210,Liquid Personnel Limited,"1,420.85",Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260210,Liquid Personnel Limited,855,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,11-Jan-19,303931,Hays Specialist Recruitment Limited,618.1,Revenue
DIRECT ENVIRONMENT AND HOUSING,PUBLIC BUILDINGS,11-Jan-19,303931,Hays Specialist Recruitment Limited,529.8,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-Jan-19,405305,James Andrews Recruitment Solutions Limited,722.75,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,11-Jan-19,407101,Building Recruitment Company Limited,744,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,11-Jan-19,407106,Building Recruitment Company Limited,604.51,Revenue
DIRECT ENVIRONMENT AND HOUSING,HRA MANAGEMENT,11-Jan-19,407119,Building Recruitment Company Limited,605.01,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260140,Susan Heffernan T/A Baruc Guest House,560,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260250,Walter Standen T/A Standens Contract Hire,654,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,11-Jan-19,405100,Susan Shepherd t/a KKG Properties,830.8,Revenue
DIRECT CAPITAL DEVELOPMENT,AR CAPITAL LEISURE,11-Jan-19,835383,Elwyn J Kerslake t/a Woodland Electrical,"19,950.00",Capital
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260130,Barnardos Cymru,760,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,11-Jan-19,260130,Barnardos Cymru,760,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,1st Grade Care Limited,608.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,1st Grade Care Limited,683.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,1st Grade Care Limited,710.4,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,1st Grade Care Limited,752.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,GJ Care & Training Limited,559.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,GJ Care & Training Limited,656.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,GJ Care & Training Limited,623.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,GJ Care & Training Limited,618.26,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,Hallows Care Limited T/A Hallows Care,787.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,Hallows Care Limited T/A Hallows Care,527.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,Hallows Care Limited T/A Hallows Care,726.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,Hallows Care Limited T/A Hallows Care,704.51,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,215489,Hallows Care Limited T/A Hallows Care,689.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,217909,GJ Care & Training Limited,699.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,218321,GJ Care & Training Limited,571.20,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,14-Jan-19,218419,Hallows Care Limited T/A Hallows Care,504.83,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101004,A & R Contract Cleaning Specialist Limited,"1,605.48",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101004,Blue Sky Digital Solutions Limited,954.83,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101004,Corona Energy Retail 4 Limited,667.46,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101004,Superstars School Services Limited,"1,613.44",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101032,Corona Energy Retail 4 Limited,872.7,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101095,Corona Energy Retail 4 Limited,"1,008.24",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101110,A & R Contract Cleaning Specialist Limited,"2,491.48",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101110,Fire Safety Direct Limited,"1,105.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101145,A & R Contract Cleaning Specialist Limited,951.47,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101145,Fawns Recreational Services Limited,"2,573.15",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101145,Flogas Britain Limited,895.23,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101145,One2C Limited,690.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101171,Corona Energy Retail 4 Limited,580.02,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101180,Altodigital Networks Limited,512.94,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101180,EDF Energy Plc,577.44,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101195,Corona Energy Retail 4 Limited,748.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101202,Corona Energy Retail 4 Limited,521.67,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101216,EDF Energy Plc,984.40,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101221,A & R Contract Cleaning Specialist Limited,"2,125.35",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101229,Glen Cleaning Company Limited,"2,433.14",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101241,Ignite & Inspire Limited,"1,160.00",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101285,Corona Energy Retail 4 Limited,765.37,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101285,The Key Support Services Limited,675.00,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101304,Corona Energy Retail 4 Limited,892.64,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101308,Corona Energy Retail 4 Limited,522.81,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101315,Corona Energy Retail 4 Limited,829.41,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101317,EDF Energy Plc,814.54,Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101317,Glen Cleaning Company Limited,"1,010.35",Revenue
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,14-Jan-19,101317,Ministry of Furniture Limited,"1,054.80",Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,14-Jan-19,102636,Empowering Learning Limited,514.8,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,14-Jan-19,102636,Empowering Learning Limited,514.8,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,14-Jan-19,102636,Empowering Learning Limited,504.7,Revenue
